dataset,query_id,query,top10_overlap_count,top10_overlap_ratio,new_docs_after_bge,removed_docs_after_bge
NF-Corpus,PLAIN-68,What is Actually in Chicken Nuggets?,1,0.1,"['MED-5105', 'MED-3960', 'MED-4055', 'MED-2168', 'MED-4972', 'MED-4451', 'MED-5131', 'MED-4337', 'MED-4053']","['MED-5345', 'MED-4800', 'MED-1960', 'MED-2492', 'MED-3095', 'MED-1138', 'MED-2339', 'MED-4539', 'MED-4626']"
NF-Corpus,PLAIN-78,What Do Meat Purge and Cola Have in Common?,1,0.1,"['MED-1534', 'MED-5032', 'MED-3585', 'MED-334', 'MED-4834', 'MED-5235', 'MED-5229', 'MED-4447', 'MED-4493']","['MED-2219', 'MED-1540', 'MED-1366', 'MED-4087', 'MED-1817', 'MED-3832', 'MED-1674', 'MED-2940', 'MED-1488']"
NF-Corpus,PLAIN-91,Chronic Headaches and Pork Parasites,4,0.4,"['MED-3175', 'MED-3891', 'MED-3319', 'MED-4132', 'MED-1977', 'MED-4976']","['MED-3171', 'MED-4963', 'MED-2341', 'MED-1979', 'MED-2352', 'MED-1610']"
NF-Corpus,PLAIN-102,Stopping Heart Disease in Childhood,2,0.2,"['MED-1987', 'MED-4609', 'MED-3577', 'MED-4613', 'MED-4255', 'MED-5290', 'MED-1190', 'MED-1996']","['MED-4616', 'MED-4247', 'MED-1999', 'MED-4160', 'MED-5251', 'MED-4315', 'MED-1932', 'MED-5141']"
NF-Corpus,PLAIN-112,Food Dyes and ADHD,7,0.7,"['MED-3060', 'MED-3057', 'MED-3050']","['MED-2616', 'MED-4655', 'MED-2643']"
NF-Corpus,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,3,0.3,"['MED-2083', 'MED-2759', 'MED-2618', 'MED-2616', 'MED-2713', 'MED-2707', 'MED-3459']","['MED-4256', 'MED-4969', 'MED-4429', 'MED-1020', 'MED-4922', 'MED-2501', 'MED-1982']"
NF-Corpus,PLAIN-133,Starving Tumors of Their Blood Supply,1,0.1,"['MED-4472', 'MED-3853', 'MED-2357', 'MED-2070', 'MED-2067', 'MED-1311', 'MED-2587', 'MED-3548', 'MED-3949']","['MED-1666', 'MED-1665', 'MED-2751', 'MED-4423', 'MED-3277', 'MED-2066', 'MED-2426', 'MED-5053', 'MED-2993']"
NF-Corpus,PLAIN-143,Are Dental X-Rays Safe?,6,0.6,"['MED-3619', 'MED-2650', 'MED-872', 'MED-2096']","['MED-4027', 'MED-4028', 'MED-4026', 'MED-1858']"
NF-Corpus,PLAIN-153,How Should I Take Probiotics?,3,0.3,"['MED-4762', 'MED-3690', 'MED-1378', 'MED-4266', 'MED-1723', 'MED-4452', 'MED-1413']","['MED-3677', 'MED-2105', 'MED-1248', 'MED-3692', 'MED-1716', 'MED-3673', 'MED-3164']"
NF-Corpus,PLAIN-165,Breast Cancer & Alcohol: How Much is Safe?,4,0.4,"['MED-3762', 'MED-3696', 'MED-5033', 'MED-4223', 'MED-4752', 'MED-3700']","['MED-4465', 'MED-5087', 'MED-2604', 'MED-1564', 'MED-2824', 'MED-3768']"
NF-Corpus,PLAIN-175,Diet and Cellulite,2,0.2,"['MED-2437', 'MED-711', 'MED-2008', 'MED-4522', 'MED-3229', 'MED-1258', 'MED-4515', 'MED-1723']","['MED-3816', 'MED-5200', 'MED-4985', 'MED-3399', 'MED-4347', 'MED-2459', 'MED-2248', 'MED-2294']"
NF-Corpus,PLAIN-186,Best Treatment for Constipation,5,0.5,"['MED-1006', 'MED-3510', 'MED-1014', 'MED-1017', 'MED-4563']","['MED-2059', 'MED-2057', 'MED-2060', 'MED-2058', 'MED-2053']"
NF-Corpus,PLAIN-196,Should We Avoid Titanium Dioxide?,5,0.5,"['MED-855', 'MED-4666', 'MED-2407', 'MED-4327', 'MED-1185']","['MED-895', 'MED-3963', 'MED-5133', 'MED-5134', 'MED-5326']"
NF-Corpus,PLAIN-207,Avoiding Cooked Meat Carcinogens,5,0.5,"['MED-4972', 'MED-5326', 'MED-4451', 'MED-4493', 'MED-4060']","['MED-4391', 'MED-3545', 'MED-4053', 'MED-2168', 'MED-5207']"
NF-Corpus,PLAIN-217,Plant-Based Diets for Psoriasis,3,0.3,"['MED-2507', 'MED-1606', 'MED-4030', 'MED-2810', 'MED-1381', 'MED-4349', 'MED-1814']","['MED-4831', 'MED-1991', 'MED-1997', 'MED-4389', 'MED-4984', 'MED-4687', 'MED-4206']"
NF-Corpus,PLAIN-227,Increasing Muscle Strength with Fenugreek,3,0.3,"['MED-3220', 'MED-3235', 'MED-4405', 'MED-4747', 'MED-5110', 'MED-1752', 'MED-5313']","['MED-3534', 'MED-3466', 'MED-4150', 'MED-1491', 'MED-4185', 'MED-1474', 'MED-4828']"
NF-Corpus,PLAIN-238,How Chemically Contaminated Are We?,1,0.1,"['MED-3630', 'MED-3687', 'MED-4976', 'MED-4739', 'MED-5240', 'MED-2029', 'MED-4136', 'MED-4135', 'MED-4939']","['MED-2746', 'MED-4465', 'MED-5224', 'MED-3880', 'MED-3054', 'MED-2489', 'MED-2749', 'MED-4966', 'MED-3436']"
NF-Corpus,PLAIN-248,Treating an Enlarged Prostate With Diet,1,0.1,"['MED-4234', 'MED-2136', 'MED-3245', 'MED-4898', 'MED-4890', 'MED-4220', 'MED-2418', 'MED-2579', 'MED-3244']","['MED-3790', 'MED-3789', 'MED-4233', 'MED-5356', 'MED-4886', 'MED-4885', 'MED-3874', 'MED-5337', 'MED-861']"
NF-Corpus,PLAIN-259,Optimal Phytosterol Dose and Source,2,0.2,"['MED-1872', 'MED-3492', 'MED-4899', 'MED-1192', 'MED-1428', 'MED-4913', 'MED-2947', 'MED-2311']","['MED-4296', 'MED-4739', 'MED-862', 'MED-4573', 'MED-836', 'MED-4471', 'MED-2430', 'MED-1586']"
NF-Corpus,PLAIN-270,Is Caffeinated Tea Really Dehydrating?,1,0.1,"['MED-4413', 'MED-5046', 'MED-3639', 'MED-897', 'MED-4439', 'MED-4902', 'MED-1621', 'MED-1840', 'MED-4332']","['MED-1648', 'MED-5247', 'MED-1631', 'MED-1640', 'MED-4713', 'MED-5123', 'MED-4365', 'MED-4776', 'MED-1645']"
NF-Corpus,PLAIN-280,Mercury Testing Recommended Before Pregnancy,5,0.5,"['MED-3025', 'MED-3020', 'MED-1171', 'MED-2904', 'MED-3026']","['MED-4533', 'MED-3013', 'MED-4370', 'MED-2388', 'MED-4535']"
NF-Corpus,PLAIN-291,Stool Size and Breast Cancer Risk,3,0.3,"['MED-5111', 'MED-958', 'MED-4096', 'MED-2122', 'MED-4759', 'MED-4465', 'MED-2258']","['MED-3860', 'MED-3142', 'MED-1038', 'MED-3272', 'MED-4050', 'MED-1826', 'MED-5352']"
NF-Corpus,PLAIN-307,Vitamin D: Shedding some light on the new recommendations,2,0.2,"['MED-716', 'MED-1834', 'MED-4573', 'MED-2762', 'MED-3985', 'MED-4575', 'MED-1777', 'MED-4570']","['MED-3231', 'MED-714', 'MED-4872', 'MED-920', 'MED-921', 'MED-919', 'MED-2765', 'MED-4140']"
NF-Corpus,PLAIN-320,Breast Cancer and Diet,5,0.5,"['MED-5111', 'MED-3862', 'MED-2423', 'MED-3698', 'MED-3791']","['MED-2424', 'MED-1829', 'MED-3123', 'MED-3840', 'MED-1826']"
NF-Corpus,PLAIN-332,Can antioxidant-rich spices counteract the effects of a high-fat meal?,4,0.4,"['MED-1383', 'MED-2970', 'MED-4333', 'MED-5271', 'MED-953', 'MED-2972']","['MED-4689', 'MED-2951', 'MED-2697', 'MED-5263', 'MED-5261', 'MED-5277']"
NF-Corpus,PLAIN-344,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,2,0.2,"['MED-2978', 'MED-1958', 'MED-1672', 'MED-1611', 'MED-1468', 'MED-4437', 'MED-1716', 'MED-4299']","['MED-2495', 'MED-2497', 'MED-1962', 'MED-1961', 'MED-4145', 'MED-4735', 'MED-5324', 'MED-3494']"
NF-Corpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,0,0.0,"['MED-4496', 'MED-2762', 'MED-5125', 'MED-3768', 'MED-2596', 'MED-3247', 'MED-2115', 'MED-923', 'MED-1501', 'MED-3788']","['MED-4956', 'MED-5253', 'MED-3155', 'MED-5217', 'MED-5333', 'MED-4878', 'MED-2047', 'MED-5341', 'MED-730', 'MED-4113']"
NF-Corpus,PLAIN-371,Any update on the scary in vitro avocado data?,2,0.2,"['MED-1666', 'MED-2817', 'MED-2819', 'MED-3447', 'MED-3747', 'MED-5115', 'MED-5123', 'MED-2658']","['MED-4620', 'MED-5010', 'MED-5011', 'MED-5009', 'MED-3766', 'MED-4369', 'MED-4452', 'MED-4619']"
NF-Corpus,PLAIN-383,What do you think of Dr. Jenkins' take on paleolithic diets?,3,0.3,"['MED-1478', 'MED-2509', 'MED-2121', 'MED-3283', 'MED-3229', 'MED-1646', 'MED-4006']","['MED-2763', 'MED-3776', 'MED-3109', 'MED-4087', 'MED-1712', 'MED-3359', 'MED-1540']"
NF-Corpus,PLAIN-395,What about pepper plus turmeric in V8 juice?,3,0.3,"['MED-2821', 'MED-2815', 'MED-2830', 'MED-2801', 'MED-2811', 'MED-2810', 'MED-957']","['MED-3482', 'MED-3511', 'MED-3476', 'MED-3477', 'MED-2271', 'MED-3512', 'MED-4576']"
NF-Corpus,PLAIN-407,Is annatto food coloring safe?,4,0.4,"['MED-2618', 'MED-957', 'MED-1293', 'MED-3550', 'MED-2619', 'MED-3447']","['MED-2738', 'MED-4205', 'MED-5139', 'MED-4187', 'MED-3146', 'MED-2742']"
NF-Corpus,PLAIN-418,Fresh fruit versus frozen--which is better?,5,0.5,"['MED-1846', 'MED-2450', 'MED-3738', 'MED-3375', 'MED-3734']","['MED-5170', 'MED-3528', 'MED-3469', 'MED-4156', 'MED-5327']"
NF-Corpus,PLAIN-430,Are krill oil supplements better than fish oil capsules?,6,0.6,"['MED-2754', 'MED-1454', 'MED-4366', 'MED-839']","['MED-4936', 'MED-1831', 'MED-4943', 'MED-5095']"
NF-Corpus,PLAIN-441,Is apple cider vinegar good for you?,4,0.4,"['MED-4587', 'MED-4580', 'MED-3945', 'MED-3768', 'MED-2491', 'MED-3744']","['MED-4701', 'MED-3109', 'MED-2291', 'MED-1792', 'MED-4695', 'MED-4703']"
NF-Corpus,PLAIN-457,How can you believe in any scientific study?,1,0.1,"['MED-745', 'MED-1378', 'MED-2716', 'MED-1754', 'MED-2517', 'MED-4465', 'MED-1914', 'MED-2718', 'MED-3524']","['MED-2291', 'MED-3109', 'MED-1407', 'MED-3776', 'MED-1496', 'MED-5219', 'MED-4922', 'MED-4354', 'MED-4236']"
NF-Corpus,PLAIN-468,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?,8,0.8,"['MED-862', 'MED-3989']","['MED-868', 'MED-4114']"
NF-Corpus,PLAIN-478,accidents,7,0.7,"['MED-2162', 'MED-2237', 'MED-2249']","['MED-2225', 'MED-2227', 'MED-2228']"
NF-Corpus,PLAIN-488,adenovirus 36,9,0.9,['MED-1803'],['MED-4769']
NF-Corpus,PLAIN-499,African-American,6,0.6,"['MED-3657', 'MED-1994', 'MED-1333', 'MED-1464']","['MED-4095', 'MED-2213', 'MED-1747', 'MED-1417']"
NF-Corpus,PLAIN-510,airport scanners,2,0.2,"['MED-5320', 'MED-5313', 'MED-5324', 'MED-5317', 'MED-752', 'MED-5284', 'MED-819', 'MED-729']","['MED-10', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-520,Alli,0,0.0,"['MED-5291', 'MED-752', 'MED-5334', 'MED-5299', 'MED-5330', 'MED-5285', 'MED-5286', 'MED-5328', 'MED-5278', 'MED-728']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-531,alternative medicine,3,0.3,"['MED-1017', 'MED-3602', 'MED-2831', 'MED-4193', 'MED-3637', 'MED-3204', 'MED-2093']","['MED-3607', 'MED-1525', 'MED-4358', 'MED-4531', 'MED-3113', 'MED-4128', 'MED-2298']"
NF-Corpus,PLAIN-541,American Dental Association,7,0.7,"['MED-872', 'MED-1148', 'MED-2990']","['MED-4027', 'MED-1988', 'MED-3618']"
NF-Corpus,PLAIN-551,amnesia,0,0.0,"['MED-5343', 'MED-5299', 'MED-5334', 'MED-937', 'MED-761', 'MED-736', 'MED-5287', 'MED-759', 'MED-5324', 'MED-926']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-561,aneurysm,2,0.2,"['MED-2269', 'MED-2267', 'MED-2249', 'MED-2243', 'MED-2150', 'MED-2189', 'MED-2205', 'MED-2208']","['MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229']"
NF-Corpus,PLAIN-571,anisakis,5,0.5,"['MED-2266', 'MED-2191', 'MED-2249', 'MED-2237', 'MED-2143']","['MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-583,antinutrients,4,0.4,"['MED-5312', 'MED-5334', 'MED-5330', 'MED-5291', 'MED-5285', 'MED-5286']","['MED-10', 'MED-952', 'MED-942', 'MED-906', 'MED-892', 'MED-940']"
NF-Corpus,PLAIN-593,apnea,1,0.1,"['MED-2148', 'MED-2249', 'MED-2250', 'MED-2270', 'MED-2155', 'MED-2206', 'MED-2266', 'MED-2153', 'MED-2257']","['MED-957', 'MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229']"
NF-Corpus,PLAIN-603,Arkansas,3,0.3,"['MED-2206', 'MED-2220', 'MED-2258', 'MED-2209', 'MED-2163', 'MED-2214', 'MED-2155']","['MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-613,ascorbic acid,8,0.8,"['MED-860', 'MED-1739']","['MED-1158', 'MED-4901']"
NF-Corpus,PLAIN-623,Atkins diet,4,0.4,"['MED-2458', 'MED-2529', 'MED-3432', 'MED-4710', 'MED-2384', 'MED-3422']","['MED-4848', 'MED-1374', 'MED-5200', 'MED-4854', 'MED-5207', 'MED-5267']"
NF-Corpus,PLAIN-634,avocados,4,0.4,"['MED-2150', 'MED-2249', 'MED-2225', 'MED-2227', 'MED-2205', 'MED-2189']","['MED-2237', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-645,bagels,1,0.1,"['MED-760', 'MED-5287', 'MED-5328', 'MED-5330', 'MED-925', 'MED-5286', 'MED-5289', 'MED-5285', 'MED-735']","['MED-10', 'MED-961', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-660,beans,8,0.8,"['MED-3132', 'MED-2150']","['MED-3584', 'MED-2141']"
NF-Corpus,PLAIN-671,benzene,4,0.4,"['MED-2249', 'MED-2266', 'MED-2208', 'MED-2248', 'MED-2169', 'MED-2258']","['MED-957', 'MED-2234', 'MED-2233', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-681,betel nuts,2,0.2,"['MED-2150', 'MED-1394', 'MED-5262', 'MED-1378', 'MED-2592', 'MED-1389', 'MED-754', 'MED-1383']","['MED-2383', 'MED-4286', 'MED-4300', 'MED-2595', 'MED-4292', 'MED-2597', 'MED-4314', 'MED-4707']"
NF-Corpus,PLAIN-691,bioavailability,4,0.4,"['MED-3922', 'MED-3986', 'MED-2830', 'MED-4320', 'MED-3479', 'MED-2235']","['MED-4390', 'MED-885', 'MED-2265', 'MED-3209', 'MED-928', 'MED-2068']"
NF-Corpus,PLAIN-701,black raspberries,5,0.5,"['MED-3719', 'MED-3199', 'MED-5083', 'MED-3716', 'MED-1676']","['MED-2085', 'MED-2926', 'MED-5078', 'MED-4302', 'MED-1637']"
NF-Corpus,PLAIN-711,blood clots,1,0.1,"['MED-4658', 'MED-2460', 'MED-2488', 'MED-4174', 'MED-1665', 'MED-1864', 'MED-2005', 'MED-4301', 'MED-4879']","['MED-1492', 'MED-2523', 'MED-5295', 'MED-3520', 'MED-2522', 'MED-1192', 'MED-3353', 'MED-3021', 'MED-2178']"
NF-Corpus,PLAIN-721,BMAA,8,0.8,"['MED-1268', 'MED-1266']","['MED-1282', 'MED-1290']"
NF-Corpus,PLAIN-731,bone fractures,6,0.6,"['MED-2987', 'MED-5145', 'MED-3216', 'MED-5244']","['MED-5243', 'MED-5253', 'MED-4226', 'MED-2989']"
NF-Corpus,PLAIN-741,BPH,9,0.9,['MED-2831'],['MED-5176']
NF-Corpus,PLAIN-751,BRCA genes,4,0.4,"['MED-3885', 'MED-3886', 'MED-1417', 'MED-2247', 'MED-3572', 'MED-3891']","['MED-1457', 'MED-1797', 'MED-2575', 'MED-2568', 'MED-4698', 'MED-5037']"
NF-Corpus,PLAIN-761,breast pain,7,0.7,"['MED-1028', 'MED-1825', 'MED-3513']","['MED-1667', 'MED-3944', 'MED-3664']"
NF-Corpus,PLAIN-771,bronchiolitis obliterans,3,0.3,"['MED-2208', 'MED-2249', 'MED-2243', 'MED-2264', 'MED-2205', 'MED-2267', 'MED-2266']","['MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-782,Bush administration,1,0.1,"['MED-2743', 'MED-1605', 'MED-1956', 'MED-3486', 'MED-5139', 'MED-1348', 'MED-3599', 'MED-2595', 'MED-4959']","['MED-1248', 'MED-2208', 'MED-1811', 'MED-3056', 'MED-880', 'MED-713', 'MED-3209', 'MED-3987', 'MED-1623']"
NF-Corpus,PLAIN-792,cadaverine,3,0.3,"['MED-2266', 'MED-2155', 'MED-2267', 'MED-2249', 'MED-2167', 'MED-2208', 'MED-2255']","['MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-806,caloric restriction,7,0.7,"['MED-1715', 'MED-5335', 'MED-2509']","['MED-3273', 'MED-2510', 'MED-2717']"
NF-Corpus,PLAIN-817,canker sores,2,0.2,"['MED-736', 'MED-5313', 'MED-5317', 'MED-729', 'MED-735', 'MED-730', 'MED-5282', 'MED-925']","['MED-10', 'MED-961', 'MED-942', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-827,carcinogens,3,0.3,"['MED-4049', 'MED-4451', 'MED-1603', 'MED-4482', 'MED-5197', 'MED-5122', 'MED-4472']","['MED-1414', 'MED-3000', 'MED-1602', 'MED-5207', 'MED-4492', 'MED-4194', 'MED-4271']"
NF-Corpus,PLAIN-838,carrageenan,7,0.7,"['MED-2208', 'MED-2232', 'MED-2237']","['MED-2224', 'MED-2223', 'MED-2226']"
NF-Corpus,PLAIN-850,cauliflower,8,0.8,"['MED-2148', 'MED-2224']","['MED-2225', 'MED-2226']"
NF-Corpus,PLAIN-872,chanterelle mushrooms,5,0.5,"['MED-2150', 'MED-5363', 'MED-2264', 'MED-2231', 'MED-4165']","['MED-4098', 'MED-1291', 'MED-3985', 'MED-1292', 'MED-3986']"
NF-Corpus,PLAIN-882,Chernobyl,3,0.3,"['MED-2157', 'MED-2250', 'MED-2249', 'MED-2267', 'MED-2416', 'MED-2166', 'MED-2173']","['MED-2239', 'MED-2238', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-892,chickpeas,7,0.7,"['MED-2231', 'MED-2146', 'MED-2224']","['MED-2226', 'MED-2227', 'MED-2228']"
NF-Corpus,PLAIN-902,chlorophyll,5,0.5,"['MED-2249', 'MED-2266', 'MED-2267', 'MED-2243', 'MED-2150']","['MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2229']"
NF-Corpus,PLAIN-913,cinnamon,9,0.9,['MED-3810'],['MED-2780']
NF-Corpus,PLAIN-924,cocaine,2,0.2,"['MED-2263', 'MED-2266', 'MED-2267', 'MED-2219', 'MED-2249', 'MED-2169', 'MED-2143', 'MED-2208']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2227']"
NF-Corpus,PLAIN-934,coffee,5,0.5,"['MED-878', 'MED-5249', 'MED-5258', 'MED-5123', 'MED-5243']","['MED-5245', 'MED-1621', 'MED-2161', 'MED-1636', 'MED-2159']"
NF-Corpus,PLAIN-946,coma,7,0.7,"['MED-2263', 'MED-2222', 'MED-2208']","['MED-2227', 'MED-2228', 'MED-2229']"
NF-Corpus,PLAIN-956,cooking methods,6,0.6,"['MED-4482', 'MED-2209', 'MED-4053', 'MED-2064']","['MED-5074', 'MED-2182', 'MED-4554', 'MED-2179']"
NF-Corpus,PLAIN-966,cortisol,7,0.7,"['MED-3919', 'MED-3465', 'MED-1618']","['MED-4152', 'MED-1613', 'MED-831']"
NF-Corpus,PLAIN-977,crib death,3,0.3,"['MED-3977', 'MED-1570', 'MED-2109', 'MED-3577', 'MED-1990', 'MED-3853', 'MED-1739']","['MED-2598', 'MED-2923', 'MED-2603', 'MED-2162', 'MED-2770', 'MED-4427', 'MED-1276']"
NF-Corpus,PLAIN-987,cumin,4,0.4,"['MED-2249', 'MED-2150', 'MED-2266', 'MED-2239', 'MED-2243', 'MED-2264']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2229']"
NF-Corpus,PLAIN-997,Czechoslovakia,2,0.2,"['MED-5331', 'MED-744', 'MED-730', 'MED-732', 'MED-761', 'MED-726', 'MED-5327', 'MED-5328']","['MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1008,deafness,0,0.0,"['MED-5288', 'MED-5334', 'MED-5327', 'MED-5343', 'MED-5342', 'MED-745', 'MED-5317', 'MED-736', 'MED-749', 'MED-731']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1018,DHA,7,0.7,"['MED-5361', 'MED-5364', 'MED-4633']","['MED-839', 'MED-928', 'MED-1832']"
NF-Corpus,PLAIN-1028,dietary scoring,2,0.2,"['MED-3723', 'MED-2423', 'MED-5327', 'MED-5363', 'MED-3722', 'MED-5181', 'MED-1955', 'MED-3657']","['MED-3248', 'MED-2412', 'MED-1861', 'MED-4555', 'MED-4131', 'MED-754', 'MED-1885', 'MED-3486']"
NF-Corpus,PLAIN-1039,domoic acid,3,0.3,"['MED-1832', 'MED-845', 'MED-4092', 'MED-1203', 'MED-838', 'MED-5092', 'MED-5361']","['MED-3221', 'MED-3215', 'MED-1067', 'MED-5270', 'MED-2098', 'MED-4995', 'MED-3943']"
NF-Corpus,PLAIN-1050,Dr. Dean Ornish,5,0.5,"['MED-2208', 'MED-2202', 'MED-2155', 'MED-2237', 'MED-2220']","['MED-1712', 'MED-3283', 'MED-2509', 'MED-1116', 'MED-2763']"
NF-Corpus,PLAIN-1066,Dr. Walter Willett,4,0.4,"['MED-892', 'MED-2208', 'MED-2148', 'MED-2155', 'MED-2154', 'MED-2150']","['MED-1712', 'MED-2324', 'MED-3283', 'MED-2509', 'MED-1116', 'MED-2763']"
NF-Corpus,PLAIN-1088,ECMO,3,0.3,"['MED-2269', 'MED-2248', 'MED-2169', 'MED-2220', 'MED-2143', 'MED-2245', 'MED-2243']","['MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2232', 'MED-2231', 'MED-2229']"
NF-Corpus,PLAIN-1098,eggnog,0,0.0,"['MED-751', 'MED-752', 'MED-5311', 'MED-735', 'MED-5285', 'MED-938', 'MED-5334', 'MED-5319', 'MED-937', 'MED-743']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1109,endocrine disruptors,6,0.6,"['MED-2087', 'MED-2627', 'MED-2658', 'MED-1739']","['MED-1763', 'MED-5167', 'MED-1099', 'MED-4728']"
NF-Corpus,PLAIN-1119,energy drinks,4,0.4,"['MED-877', 'MED-2148', 'MED-3050', 'MED-3201', 'MED-4331', 'MED-4318']","['MED-3091', 'MED-4834', 'MED-1627', 'MED-1707', 'MED-895', 'MED-3588']"
NF-Corpus,PLAIN-1130,ergothioneine,1,0.1,"['MED-2249', 'MED-2266', 'MED-2267', 'MED-2208', 'MED-2250', 'MED-2143', 'MED-2150', 'MED-2246', 'MED-2243']","['MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1141,Evidence-based medicine,4,0.4,"['MED-1343', 'MED-1704', 'MED-1014', 'MED-3953', 'MED-1705', 'MED-3690']","['MED-3113', 'MED-5346', 'MED-1037', 'MED-4157', 'MED-4531', 'MED-3231']"
NF-Corpus,PLAIN-1151,factory farming practices,5,0.5,"['MED-4139', 'MED-1144', 'MED-859', 'MED-1147', 'MED-2775']","['MED-3306', 'MED-2299', 'MED-3372', 'MED-2738', 'MED-761']"
NF-Corpus,PLAIN-1161,fava beans,3,0.3,"['MED-2570', 'MED-2148', 'MED-2150', 'MED-4510', 'MED-3141', 'MED-1378', 'MED-2169']","['MED-3584', 'MED-3138', 'MED-1880', 'MED-3136', 'MED-2141', 'MED-4991', 'MED-5079']"
NF-Corpus,PLAIN-1172,fenugreek,2,0.2,"['MED-2254', 'MED-2267', 'MED-2191', 'MED-2264', 'MED-2206', 'MED-2146', 'MED-2250', 'MED-2249']","['MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228', 'MED-2227']"
NF-Corpus,PLAIN-1183,Finland,7,0.7,"['MED-5192', 'MED-5369', 'MED-1242']","['MED-5331', 'MED-3981', 'MED-3976']"
NF-Corpus,PLAIN-1193,flax oil,4,0.4,"['MED-3864', 'MED-5179', 'MED-886', 'MED-3867', 'MED-4443', 'MED-1493']","['MED-3796', 'MED-1826', 'MED-3869', 'MED-1827', 'MED-4303', 'MED-4004']"
NF-Corpus,PLAIN-1203,folic acid,7,0.7,"['MED-994', 'MED-2762', 'MED-1504']","['MED-3275', 'MED-4600', 'MED-1528']"
NF-Corpus,PLAIN-1214,Fosamax,1,0.1,"['MED-743', 'MED-5311', 'MED-937', 'MED-735', 'MED-819', 'MED-5334', 'MED-752', 'MED-924', 'MED-5285']","['MED-10', 'MED-961', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1225,fructose,10,1.0,[],[]
NF-Corpus,PLAIN-1236,galactosemia,1,0.1,"['MED-2253', 'MED-2150', 'MED-2249', 'MED-2264', 'MED-2266', 'MED-2148', 'MED-2270', 'MED-2157', 'MED-2248']","['MED-2239', 'MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229']"
NF-Corpus,PLAIN-1249,genetic manipulation,3,0.3,"['MED-3887', 'MED-3648', 'MED-3305', 'MED-3886', 'MED-1876', 'MED-3961', 'MED-2518']","['MED-2303', 'MED-3928', 'MED-2090', 'MED-2674', 'MED-4854', 'MED-1442', 'MED-5018']"
