dataset,query_id,query_text,doc_id,relevance,bm25_rank,reranker_rank,rank_delta,movement,bm25_score,reranker_score,appeared_only_after_reranker,dropped_after_reranker,doc_preview,doc_text
TREC-COVID,6,what types of rapid testing for Covid-19 have been developed?,zyrzfm40,2,4.0,,-17.0,piorou,30.60630111612606,,False,True,"Types of Assays for SARS-CoV-2 Testing: A Review.. Clinical laboratory testing routinely provides actionable results, which help direct patient care in the inpatient and outpatient settings. Since December 2019, a novel coronavirus (SARS-CoV-2) has been causing disease (COVID-19 [coronavirus disease 2019]) in patients, beginning in China and now extending worldwide. In this context of a novel viral pandemic, clinical laboratories have developed multiple novel assays for SARS-CoV-2 diagnosis and ...","Types of Assays for SARS-CoV-2 Testing: A Review.. Clinical laboratory testing routinely provides actionable results, which help direct patient care in the inpatient and outpatient settings. Since December 2019, a novel coronavirus (SARS-CoV-2) has been causing disease (COVID-19 [coronavirus disease 2019]) in patients, beginning in China and now extending worldwide. In this context of a novel viral pandemic, clinical laboratories have developed multiple novel assays for SARS-CoV-2 diagnosis and for managing patients afflicted with this illness. These include molecular and serologic-based tests, some with point-of-care testing capabilities. Herein, we present an overview of the types of testing available for managing patients with COVID-19, as well as for screening of potential plasma donors who have recovered from COVID-19."
TREC-COVID,6,what types of rapid testing for Covid-19 have been developed?,qexn0nuy,2,3.0,,-18.0,piorou,30.60630111612606,,False,True,"Types of Assays for SARS-CoV-2 Testing: A Review. Clinical laboratory testing routinely provides actionable results, which help direct patient care in the inpatient and outpatient settings. Since December 2019, a novel coronavirus (SARS-CoV-2) has been causing disease (COVID-19 [coronavirus disease 2019]) in patients, beginning in China and now extending worldwide. In this context of a novel viral pandemic, clinical laboratories have developed multiple novel assays for SARS-CoV-2 diagnosis and f...","Types of Assays for SARS-CoV-2 Testing: A Review. Clinical laboratory testing routinely provides actionable results, which help direct patient care in the inpatient and outpatient settings. Since December 2019, a novel coronavirus (SARS-CoV-2) has been causing disease (COVID-19 [coronavirus disease 2019]) in patients, beginning in China and now extending worldwide. In this context of a novel viral pandemic, clinical laboratories have developed multiple novel assays for SARS-CoV-2 diagnosis and for managing patients afflicted with this illness. These include molecular and serologic-based tests, some with point-of-care testing capabilities. Herein, we present an overview of the types of testing available for managing patients with COVID-19, as well as for screening of potential plasma donors who have recovered from COVID-19."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,01mo6yo9,2,,1.0,20.0,melhorou,,7.593150615692139,True,False,"Serodiagnostics for Severe Acute Respiratory Syndrome-Related Coronavirus-2: A Narrative Review. Accurate serologic tests to detect host antibodies to severe acute respiratory syndrome-related coronavirus-2 (SARS-CoV-2) will be critical for the public health response to the coronavirus disease 2019 pandemic. Many use cases are envisaged, including complementing molecular methods for diagnosis of active disease and estimating immunity for individuals. At the population level, carefully designed s...","Serodiagnostics for Severe Acute Respiratory Syndrome-Related Coronavirus-2: A Narrative Review. Accurate serologic tests to detect host antibodies to severe acute respiratory syndrome-related coronavirus-2 (SARS-CoV-2) will be critical for the public health response to the coronavirus disease 2019 pandemic. Many use cases are envisaged, including complementing molecular methods for diagnosis of active disease and estimating immunity for individuals. At the population level, carefully designed seroepidemiologic studies will aid in the characterization of transmission dynamics and refinement of disease burden estimates and will provide insight into the kinetics of humoral immunity. Yet, despite an explosion in the number and availability of serologic assays to test for antibodies against SARS-CoV-2, most have undergone minimal external validation to date. This hinders assay selection and implementation, as well as interpretation of study results. In addition, critical knowledge gaps remain regarding serologic correlates of protection from infection or disease, and the degree to which these assays cross-react with antibodies against related coronaviruses. This article discusses key use cases for SARS-CoV-2 antibody detection tests and their application to serologic studies, reviews currently available assays, highlights key areas of ongoing research, and proposes potential strategies for test implementation."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,ofd2ipvs,2,,2.0,19.0,melhorou,,7.546256065368652,True,False,"Serodiagnostics for Severe Acute Respiratory Syndrome–Related Coronavirus-2: A Narrative Review. Accurate serologic tests to detect host antibodies to severe acute respiratory syndrome–related coronavirus-2 (SARS-CoV-2) will be critical for the public health response to the coronavirus disease 2019 pandemic. Many use cases are envisaged, including complementing molecular methods for diagnosis of active disease and estimating immunity for individuals. At the population level, carefully designed s...","Serodiagnostics for Severe Acute Respiratory Syndrome–Related Coronavirus-2: A Narrative Review. Accurate serologic tests to detect host antibodies to severe acute respiratory syndrome–related coronavirus-2 (SARS-CoV-2) will be critical for the public health response to the coronavirus disease 2019 pandemic. Many use cases are envisaged, including complementing molecular methods for diagnosis of active disease and estimating immunity for individuals. At the population level, carefully designed seroepidemiologic studies will aid in the characterization of transmission dynamics and refinement of disease burden estimates and will provide insight into the kinetics of humoral immunity. Yet, despite an explosion in the number and availability of serologic assays to test for antibodies against SARS-CoV-2, most have undergone minimal external validation to date. This hinders assay selection and implementation, as well as interpretation of study results. In addition, critical knowledge gaps remain regarding serologic correlates of protection from infection or disease, and the degree to which these assays cross-react with antibodies against related coronaviruses. This article discusses key use cases for SARS-CoV-2 antibody detection tests and their application to serologic studies, reviews currently available assays, highlights key areas of ongoing research, and proposes potential strategies for test implementation."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,r356sn9t,2,,5.0,16.0,melhorou,,6.5240373611450195,True,False,"Longitudinal Change of Severe Acute Respiratory Syndrome Coronavirus 2 Antibodies in Patients with Coronavirus Disease 2019. BACKGROUND: A novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has recently emerged and caused the rapid spread of coronavirus disease 2019 (COVID-19) worldwide. METHODS: We did a retrospective study and included COVID-19 patients admitted to Renmin Hospital of Wuhan University between 1 February and 29 February 2020. Antibody assay was cond...","Longitudinal Change of Severe Acute Respiratory Syndrome Coronavirus 2 Antibodies in Patients with Coronavirus Disease 2019. BACKGROUND: A novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has recently emerged and caused the rapid spread of coronavirus disease 2019 (COVID-19) worldwide. METHODS: We did a retrospective study and included COVID-19 patients admitted to Renmin Hospital of Wuhan University between 1 February and 29 February 2020. Antibody assay was conducted to detect COVID-19 envelope protein E and nucleocapsid protein N antigen. RESULTS: One hundred twelve patients were recruited with symptoms of fever, cough, fatigue, myalgia, and diarrhea. All patients underwent antibody tests. Fifty-eight (51.79%) were positive for both immunoglobulin M (IgM) and immunoglobulin G (IgG), 7 (6.25%) were negative for both antibodies, 1 (0.89%) was positive for only IgM, and 46 (41.07%) were positive for only IgG. IgM antibody appeared within a week post-disease onset, lasted for 1 month, and gradually decreased, whereas IgG antibody was produced 10 days after infection and lasted for a longer time. However, no significant difference in levels of IgM and IgG antibodies between positive and negative patients of nucleic acid test after treatment was found. CONCLUSIONS: Our results indicate that serological tests could be a powerful approach for the early diagnosis of COVID-19."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,oihyz5v7,2,,7.0,14.0,melhorou,,5.933445930480957,True,False,"Longitudinal Change of SARS-Cov2 Antibodies in Patients with COVID-19. BACKGROUND: A novel coronavirus, SARS-CoV-2, has recently emerged and caused the rapid spread of COVID-19 worldwide. METHODS: We did a retrospective study and included COVID-19 patients admitted to Renmin Hospital of Wuhan University between February 1 and February 29, 2020. Antibody assay was conducted to detect COVID-19 envelope protein E and nucleocapsid protein N antigen. RESULTS: 112 patients were recruited with symptoms...","Longitudinal Change of SARS-Cov2 Antibodies in Patients with COVID-19. BACKGROUND: A novel coronavirus, SARS-CoV-2, has recently emerged and caused the rapid spread of COVID-19 worldwide. METHODS: We did a retrospective study and included COVID-19 patients admitted to Renmin Hospital of Wuhan University between February 1 and February 29, 2020. Antibody assay was conducted to detect COVID-19 envelope protein E and nucleocapsid protein N antigen. RESULTS: 112 patients were recruited with symptoms of fever, cough, fatigue, myalgia, and diarrhoea. All patients underwent antibody tests. Fifty-eight (51.79%) were positive for both IgM and IgG, 7 (6.25%) were negative for both antibodies, 1 (0.89%) was positive for only IgM, and 46 (41.07%) were positive for only IgG. IgM antibody appeared within a week post disease onset, and lasted for one month and gradually decreased, while IgG antibody was produced 10 days after infection, and lasted for a longer time. However, no significant difference in level of IgM and IgG antibody between positive and negative patients of nucleic acid test after treatment was found. CONCLUSIONS: Our results indicate that serological tests could be powerful approach for the early diagnosis of COVID-19."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,50chmcow,2,,8.0,13.0,melhorou,,5.512333393096924,True,False,"Molecular, serological, and biochemical diagnosis and monitoring of COVID-19: IFCC taskforce evaluation of the latest evidence.. The global coronavirus disease 2019 (COVID-19) has presented major challenges for clinical laboratories, from initial diagnosis to patient monitoring and treatment. Initial response to this pandemic involved the development, production, and distribution of diagnostic molecular assays at an unprecedented rate, leading to minimal validation requirements and concerns rega...","Molecular, serological, and biochemical diagnosis and monitoring of COVID-19: IFCC taskforce evaluation of the latest evidence.. The global coronavirus disease 2019 (COVID-19) has presented major challenges for clinical laboratories, from initial diagnosis to patient monitoring and treatment. Initial response to this pandemic involved the development, production, and distribution of diagnostic molecular assays at an unprecedented rate, leading to minimal validation requirements and concerns regarding their diagnostic accuracy in clinical settings. In addition to molecular testing, serological assays to detect antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are now becoming available from numerous diagnostic manufacturers. In both cases, the lack of peer-reviewed data and regulatory oversight, combined with general misconceptions regarding their appropriate use, have highlighted the importance of laboratory professionals in robustly validating and evaluating these assays for appropriate clinical use. The International Federation of Clinical Chemistry and Laboratory Medicine (IFCC) Task Force on COVID-19 has been established to synthesize up-to-date information on the epidemiology, pathogenesis, and laboratory diagnosis and monitoring of COVID-19, as well as to develop practical recommendations on the use of molecular, serological, and biochemical tests in disease diagnosis and management. This review summarizes the latest evidence and status of molecular, serological, and biochemical testing in COVID-19 and highlights some key considerations for clinical laboratories operating to support the global fight against this ongoing pandemic. Confidently this consolidated information provides a useful resource to laboratories and a reminder of the laboratory's critical role as the world battles this unprecedented crisis."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,rl7vrv9i,2,,9.0,12.0,melhorou,,5.3195672035217285,True,False,"Molecular, serological, and biochemical diagnosis and monitoring of COVID-19: IFCC taskforce evaluation of the latest evidence. The global coronavirus disease 2019 (COVID-19) has presented major challenges for clinical laboratories, from initial diagnosis to patient monitoring and treatment. Initial response to this pandemic involved the development, production, and distribution of diagnostic molecular assays at an unprecedented rate, leading to minimal validation requirements and concerns regar...","Molecular, serological, and biochemical diagnosis and monitoring of COVID-19: IFCC taskforce evaluation of the latest evidence. The global coronavirus disease 2019 (COVID-19) has presented major challenges for clinical laboratories, from initial diagnosis to patient monitoring and treatment. Initial response to this pandemic involved the development, production, and distribution of diagnostic molecular assays at an unprecedented rate, leading to minimal validation requirements and concerns regarding their diagnostic accuracy in clinical settings. In addition to molecular testing, serological assays to detect antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are now becoming available from numerous diagnostic manufacturers. In both cases, the lack of peer-reviewed data and regulatory oversight, combined with general misconceptions regarding their appropriate use, have highlighted the importance of laboratory professionals in robustly validating and evaluating these assays for appropriate clinical use. The International Federation of Clinical Chemistry and Laboratory Medicine (IFCC) Task Force on COVID-19 has been established to synthesize up-to-date information on the epidemiology, pathogenesis, and laboratory diagnosis and monitoring of COVID-19, as well as to develop practical recommendations on the use of molecular, serological, and biochemical tests in disease diagnosis and management. This review summarizes the latest evidence and status of molecular, serological, and biochemical testing in COVID-19 and highlights some key considerations for clinical laboratories operating to support the global fight against this ongoing pandemic. Confidently this consolidated information provides a useful resource to laboratories and a reminder of the laboratory's critical role as the world battles this unprecedented crisis."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,fn9t38as,2,,10.0,11.0,melhorou,,5.0013957023620605,True,False,"Reliability of serological tests for COVID-19: Comparison of three immunochromatography test kits for SARS-CoV-2 antibodies.. Background: Several immunochromatographic serological test kits have been developed to detect severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) specific antibodies, but their relative performance and potential clinical utility is unclear. Methods: Three commercially available serological test kits were evaluated using 99 serum samples collected from 29 patients...","Reliability of serological tests for COVID-19: Comparison of three immunochromatography test kits for SARS-CoV-2 antibodies.. Background: Several immunochromatographic serological test kits have been developed to detect severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) specific antibodies, but their relative performance and potential clinical utility is unclear. Methods: Three commercially available serological test kits were evaluated using 99 serum samples collected from 29 patients diagnosed with coronavirus disease 2019 (COVID-19). Results: The IgM antibody-positive rates of the three serological test kits for samples taken at the early stage of the disease (0-6 days after onset) were 19.0%, 23.8%, and 19.0%, respectively. The IgM antibody-positive rates over the entire period were 21.2%, 60.6%, and 15.2%, respectively. The IgG antibody-positive rates for samples taken after 13 days of onset were 100.0%, 97.6%, and 97.6%, respectively. Conclusion: There were large differences among the results of the three test kits. Only few cases showed positive results for IgM in the early stage of disease and the IgM antibody-positive rates over the entire period were low, suggesting that the kits used in this study were unsuitable for diagnosis of COVID-19. The IgG antibody was positive in almost all samples after 13 days of onset, suggesting that it may be useful for determining infections in the recent past."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,r1yf75bo,2,,12.0,9.0,melhorou,,4.5931572914123535,True,False,"In vitro diagnostics of coronavirus disease 2019: Technologies and application. Laboratory-based diagnostic measures including virological and serological tests are essential for detecting severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Real-time reverse transcription-polymerase chain reactions (rRT-PCR) can detect SARS-COV-2 by targeting open reading frame-1 antibodies (ORF1ab), envelope protein, nucleocapsid protein, RNA-dependent RNA polymerase genes, and the N1, N2, and N3 (3N)...","In vitro diagnostics of coronavirus disease 2019: Technologies and application. Laboratory-based diagnostic measures including virological and serological tests are essential for detecting severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Real-time reverse transcription-polymerase chain reactions (rRT-PCR) can detect SARS-COV-2 by targeting open reading frame-1 antibodies (ORF1ab), envelope protein, nucleocapsid protein, RNA-dependent RNA polymerase genes, and the N1, N2, and N3 (3N) target genes. Therefore, rRT-PCR remains the primary method of diagnosing SARS-CoV-2 despite being limited by false-negative results, long turnaround, complex protocols, and a need for skilled personnel. Serological diagnosis of coronavirus disease 2019 (COVID-19) is simple and does not require complex techniques and equipment, rendering it suitable for rapid detection and massive screening. However, serological tests cannot confirm SARS-CoV-2, and results will be false-negative when antibody concentrations fall below detection limits. Balancing the increased use of laboratory tests, risk of testing errors, need for tests, burden on healthcare systems, benefits of early diagnosis, and risk of unnecessary exposure is a significant and persistent challenge in diagnosing COVID-19."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,iawcsntb,0,,13.0,8.0,melhorou,,4.410842418670654,True,False,Virus Neutralization Assay for Turkey Coronavirus Infection. Turkey coronavirus (TCoV) infection induces the production of protective antibodies against the sequent exposure of TCoV. Serological tests to determine TCoV-specific antibodies are critical to evaluate previous exposure to TCoV in the turkey flocks and differentiate serotypes from different isolates or strains. A specific virus neutralization assay using embryonated turkey eggs and immunofluorescent antibody assay for determining TCoV...,Virus Neutralization Assay for Turkey Coronavirus Infection. Turkey coronavirus (TCoV) infection induces the production of protective antibodies against the sequent exposure of TCoV. Serological tests to determine TCoV-specific antibodies are critical to evaluate previous exposure to TCoV in the turkey flocks and differentiate serotypes from different isolates or strains. A specific virus neutralization assay using embryonated turkey eggs and immunofluorescent antibody assay for determining TCoV-specific neutralizing antibodies is described in this chapter. Virus neutralization titer of turkey serum from turkeys infected with TCoV is the dilution of serum that can inhibit TCoV infection in 50 % of embryonated turkey eggs. Virus neutralization assay for TCoV is useful to monitor the immune status of turkey flocks infected with TCoV for the control of the disease.
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,m9yv4qkm,2,19.0,11.0,8.0,melhorou,25.490800385849653,4.704429626464844,False,False,"Dynamic profile for the detection of anti-SARS-CoV-2 antibodies using four immunochromatographic assays. Abstract In order to fight the SARS-CoV-2 pandemic infection, there is a growing need and demand for diagnostic tools that are complementary and different from the RT-PCR currently in use. Multiple serological tests are or will be very soon available but need to be evaluated and validated. We have thus tested 4 immunochromatographic tests for the detection of antibodies to SARS-CoV-2. In addi...","Dynamic profile for the detection of anti-SARS-CoV-2 antibodies using four immunochromatographic assays. Abstract In order to fight the SARS-CoV-2 pandemic infection, there is a growing need and demand for diagnostic tools that are complementary and different from the RT-PCR currently in use. Multiple serological tests are or will be very soon available but need to be evaluated and validated. We have thus tested 4 immunochromatographic tests for the detection of antibodies to SARS-CoV-2. In addition, we assessed the kinetics of antibody appearance using these assays in 22 patients after they were tested positive by RT-PCR. We observed great heterogeneity in antiboy detection post-symptom onset. The median antibody detection time was between 8 and 10 days according to the manufacturers. All the tests showed a sensitivity of 60 to 80% on day 10 and 100% on day 15. In addition, a single cross-reaction was observed with other human coronavirus infections. Thus, immunochromatographic tests for the detection of anti-SARS-CoV-2 antibodies may have their place for the diagnostic panel of COVID-19."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,923jpec0,2,,14.0,7.0,melhorou,,4.368949890136719,True,False,"In vitro diagnostics of coronavirus disease 2019: technologies and application. Abstract Laboratory-based diagnostic measures including virological and serological tests are essential for detecting severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Real-time reverse transcription-polymerase chain reactions (rRT-PCR) can detect SARS-COV-2 by targeting open reading frame-1 antibodies (ORF1ab), envelope protein, nucleocapsid protein, RNA-dependent RNA polymerase genes, and the N1, N2, an...","In vitro diagnostics of coronavirus disease 2019: technologies and application. Abstract Laboratory-based diagnostic measures including virological and serological tests are essential for detecting severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Real-time reverse transcription-polymerase chain reactions (rRT-PCR) can detect SARS-COV-2 by targeting open reading frame-1 antibodies (ORF1ab), envelope protein, nucleocapsid protein, RNA-dependent RNA polymerase genes, and the N1, N2, and N3 (3N) target genes. Therefore, rRT-PCR remains the primary method of diagnosing SARS-CoV-2 despite being limited by false-negative results, long turnaround, complex protocols, and a need for skilled personnel. Serological diagnosis of coronavirus disease 2019 (COVID-19) is simple and does not require complex techniques and equipment, rendering it suitable for rapid detection and massive screening. However, serological tests cannot confirm SARS-CoV-2, and results will be false-negative when antibody concentrations fall below detection limits. Balancing the increased use of laboratory tests, risk of testing errors, need for tests, burden on healthcare systems, benefits of early diagnosis, and risk of unnecessary exposure is a significant and persistent challenge in diagnosing COVID-19."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,ypj3lcpv,2,,15.0,6.0,melhorou,,4.224747180938721,True,False,"Serological assays for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), March 2020. BackgroundThe ongoing coronavirus disease (COVID-19) pandemic has major impacts on health systems, the economy and society. Assessing infection attack rates in the population is critical for estimating disease severity and herd immunity which is needed to calibrate public health interventions. We have previously shown that it is possible to achieve this in real time to impact public health decision m...","Serological assays for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), March 2020. BackgroundThe ongoing coronavirus disease (COVID-19) pandemic has major impacts on health systems, the economy and society. Assessing infection attack rates in the population is critical for estimating disease severity and herd immunity which is needed to calibrate public health interventions. We have previously shown that it is possible to achieve this in real time to impact public health decision making.AimOur objective was to develop and evaluate serological assays applicable in large-scale sero-epidemiological studies.MethodsWe developed an ELISA to detect IgG and IgM antibodies to the receptor-binding domain (RBD) of the spike protein of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). We evaluated its sensitivity and specificity in combination with confirmatory microneutralisation (MN) and 90% plaque reduction neutralisation tests (PRNT90) in 51 sera from 24 patients with virologically confirmed COVID-19 and in age-stratified sera from 200 healthy controls.ResultsIgG and IgM RBD ELISA, MN and PRNT90 were reliably positive after 29 days from illness onset with no detectable cross-reactivity in age-stratified controls. We found that PRNT90 tests were more sensitive in detecting antibody than MN tests carried out with the conventional 100 tissue culture infectious dose challenge. Heparinised plasma appeared to reduce the infectivity of the virus challenge dose and may confound interpretation of neutralisation test.ConclusionUsing IgG ELISA based on the RBD of the spike protein to screen sera for SARS-CoV-2 antibody, followed by confirmation using PRNT90, is a valid approach for large-scale sero-epidemiology studies."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,lgk00zy6,2,,16.0,5.0,melhorou,,3.981238603591919,True,False,"A serological assay to detect SARS-CoV-2 antibodies in at-home collected finger-prick dried blood spots. Accurate surveillance of coronavirus disease 2019 (COVID-19) incidence requires large-scale testing of the population. Current testing methods require in-person collection of biospecimens by a healthcare worker, limiting access of individuals who do not have access to testing facilities while placing both the patient and healthcare worker at risk of exposure to infection. We report the develo...","A serological assay to detect SARS-CoV-2 antibodies in at-home collected finger-prick dried blood spots. Accurate surveillance of coronavirus disease 2019 (COVID-19) incidence requires large-scale testing of the population. Current testing methods require in-person collection of biospecimens by a healthcare worker, limiting access of individuals who do not have access to testing facilities while placing both the patient and healthcare worker at risk of exposure to infection. We report the development and validation of a at-home finger-prick dried blood spot collection kit and an analysis method. We demonstrated 100% sensitivity and specificity using at-home collected specimens across the US. Such methods may facilitate the conduct of unbiased serosurveys within hard to reach populations and help reduce the sample collection burden of serological testing on both health care systems and individuals alike."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,86kslari,2,,18.0,3.0,melhorou,,3.7559633255004883,True,False,"Test performance evaluation of SARS-CoV-2 serological assays. BACKGROUND: Serological tests are crucial tools for assessments of SARS-CoV-2 exposure, infection and potential immunity. Their appropriate use and interpretation require accurate assay performance data. METHOD: We conducted an evaluation of 10 lateral flow assays (LFAs) and two ELISAs to detect anti-SARS-CoV-2 antibodies. The specimen set comprised 128 plasma or serum samples from 79 symptomatic SARS-CoV-2 RT-PCR-positive individuals...","Test performance evaluation of SARS-CoV-2 serological assays. BACKGROUND: Serological tests are crucial tools for assessments of SARS-CoV-2 exposure, infection and potential immunity. Their appropriate use and interpretation require accurate assay performance data. METHOD: We conducted an evaluation of 10 lateral flow assays (LFAs) and two ELISAs to detect anti-SARS-CoV-2 antibodies. The specimen set comprised 128 plasma or serum samples from 79 symptomatic SARS-CoV-2 RT-PCR-positive individuals; 108 pre-COVID-19 negative controls; and 52 recent samples from individuals who underwent respiratory viral testing but were not diagnosed with Coronavirus Disease 2019 (COVID-19). Samples were blinded and LFA results were interpreted by two independent readers, using a standardized intensity scoring system. RESULTS: Among specimens from SARS-CoV-2 RT-PCR-positive individuals, the percent seropositive increased with time interval, peaking at 81.8–100.0% in samples taken >20 days after symptom onset. Test specificity ranged from 84.3–100.0% in pre-COVID-19 specimens. Specificity was higher when weak LFA bands were considered negative, but this decreased sensitivity. IgM detection was more variable than IgG, and detection was highest when IgM and IgG results were combined. Agreement between ELISAs and LFAs ranged from 75.7–94.8%. No consistent cross-reactivity was observed. CONCLUSION: Our evaluation showed heterogeneous assay performance. Reader training is key to reliable LFA performance, and can be tailored for survey goals. Informed use of serology will require evaluations covering the full spectrum of SARS-CoV-2 infections, from asymptomatic and mild infection to severe disease, and later convalescence. Well-designed studies to elucidate the mechanisms and serological correlates of protective immunity will be crucial to guide rational clinical and public health policies."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,rko7qdqk,1,,20.0,1.0,melhorou,,3.2895069122314453,True,False,"Estimating seroprevalence with imperfect serological tests: exploiting cutoff-free approaches. Large-scale serological testing in the population is essential to determine the true extent of the current Coronavirus pandemic. Serological tests measure antibody responses against pathogens and define cutoff levels that dichotomize the quantitative test measures into sero-positives and negatives. With the imperfect tests that are currently available to test for past SARS-CoV-2 infection, the fraction...","Estimating seroprevalence with imperfect serological tests: exploiting cutoff-free approaches. Large-scale serological testing in the population is essential to determine the true extent of the current Coronavirus pandemic. Serological tests measure antibody responses against pathogens and define cutoff levels that dichotomize the quantitative test measures into sero-positives and negatives. With the imperfect tests that are currently available to test for past SARS-CoV-2 infection, the fraction of seropositive individuals in serosurveys is a biased estimator of seroprevalence and is usually corrected post-hoc to account for the sensitivity and specificity. Here we use a likelihood-based inference method — previously called mixture models — for the estimation of the seroprevalence that does not require to define cutoffs by integrating the quantitative test measures directly into the statistical inference procedure. We confirm that this likelihood-based method outperforms the methods based on cutoffs and post-hoc corrections leading to less variation in point-estimates of the seroprevalence and its temporal trend. We illustrate how the likelihood-based method can be used to optimize the design of serosurveys with imperfect serological tests. We also provide guidance on the number of control and case sera that are required to quantify the test’s ambiguity sufficiently to enable the reliable estimation of the seroprevalence. Lastly, we show how this approach can be used to identify classes of case sera with an unknown distribution of quantitative test measures that have not been used for test validation. An R-package with the likelihood and power analysis functions is provided. Our study advocates to using serological tests without cutoffs, especially if they are used to determine parameters characterizing populations rather than individuals. This approach circumvents some of the shortcomings of cutoff-based methods with post-hoc correction at exactly the low seroprevalence levels and test accuracies that we are currently facing in COVID-19 serosurveys. Author Summary As other pathogens, SARS-CoV-2 elicits antibody responses in infected people that can be detected in their blood serum as early as a week after the infection until long after recovery. The presence of SARS-CoV-2 specific antibodies can therefore be used as a marker of past infection, and the prevalence of seropositive people, i.e. people with specific antibodies, is a key measure to determine the extent of the Coronavirus pandemic. The serological tests, however, are usually not perfect, yielding false positive and negative results. Here we exploit an approach that refrains from classifying people as seropositive or negative, but rather compares the antibody level to that of confirmed cases and controls. This approach leads to more reliable seroprevalence estimates, especially for the low prevalence and low test accuracies that we face during the current Coronavirus pandemic. We also show how this approach can be extended to infer the presence of cases that have not been used for validating the test, such as people that underwent a mild or even asymptomatic infection."
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,f6rmxcib,2,20.0,,-1.0,piorou,25.48108154730974,,False,True,"A rapid, point of care red blood cell agglutination assay for detecting antibodies against SARS-CoV-2. The COVID-19 pandemic has brought the world to a halt, with cases observed around the globe causing significant mortality. There is an urgent need for serological tests to detect antibodies against SARS-CoV-2, which could be used to assess the prevalence of infection, as well as ascertain individuals who may be protected from future infection. Current serological tests developed for SARS-CoV-2 ...","A rapid, point of care red blood cell agglutination assay for detecting antibodies against SARS-CoV-2. The COVID-19 pandemic has brought the world to a halt, with cases observed around the globe causing significant mortality. There is an urgent need for serological tests to detect antibodies against SARS-CoV-2, which could be used to assess the prevalence of infection, as well as ascertain individuals who may be protected from future infection. Current serological tests developed for SARS-CoV-2 rely on traditional technologies such as enzyme-linked immunosorbent assays (ELISA) and lateral flow assays, which may lack scalability to meet the demand of hundreds of millions of antibody tests in the coming year. Herein, we present an alternative method of antibody testing that just depends on one protein reagent being added to patient serum/plasma or whole blood and a short five-minute assay time. A novel fusion protein was designed that binds red blood cells (RBC) via a single-chain variable fragment (scFv) against the H antigen and displays the receptor-binding domain (RBD) of SARS-CoV-2 spike protein on the surface of RBCs. Upon mixing of the fusion protein, RBD-scFv with recovered COVID-19 patient serum and RBCs, we observed agglutination of RBCs, indicating the patient developed antibodies against SARS-CoV-2 RBD. Given that the test uses methods routinely used in hospital clinical labs across the world, we anticipate the test can be rapidly deployed with only the protein reagent required at projected manufacturing cost at U.S. cents per test. We anticipate our agglutination assay may find extensive use in low-resource settings for detecting SARS-CoV-2 antibodies."
