dataset,query_id,query,candidate_recall@100,num_relevant_qrels,num_bm25_relevant_top10,num_bge_relevant_top10,bm25_relevant_top10,bge_relevant_top10,delta_nDCG@10,failure_type
NF-Corpus,PLAIN-792,cadaverine,0.5,6,3,3,"['MED-4546', 'MED-4958', 'MED-4547']","['MED-4958', 'MED-4546', 'MED-4547']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-806,caloric restriction,0.25,96,8,8,"['MED-4996', 'MED-2138', 'MED-2519', 'MED-3273', 'MED-2506', 'MED-2502', 'MED-2510', 'MED-2513']","['MED-4996', 'MED-2506', 'MED-2138', 'MED-2513', 'MED-2519', 'MED-2502', 'MED-1715', 'MED-2509']",-0.019023530646312792,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-817,canker sores,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-827,carcinogens,0.0860655737704918,244,5,9,"['MED-2106', 'MED-1605', 'MED-1602', 'MED-4492', 'MED-4194']","['MED-2106', 'MED-1605', 'MED-4049', 'MED-4451', 'MED-1603', 'MED-4482', 'MED-5197', 'MED-5122', 'MED-4472']",0.4230482802414282,sucesso_do_reranker
NF-Corpus,PLAIN-838,carrageenan,0.7777777777777778,9,7,7,"['MED-3502', 'MED-3495', 'MED-3501', 'MED-3496', 'MED-3500', 'MED-3499', 'MED-3494']","['MED-3499', 'MED-3501', 'MED-3502', 'MED-3495', 'MED-3500', 'MED-3496', 'MED-3494']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-850,cauliflower,0.08771929824561403,57,5,5,"['MED-4455', 'MED-2064', 'MED-2070', 'MED-2066', 'MED-2075']","['MED-2070', 'MED-2064', 'MED-2066', 'MED-2075', 'MED-4455']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-872,chanterelle mushrooms,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-882,Chernobyl,0.13333333333333333,15,2,2,"['MED-3622', 'MED-3632']","['MED-3632', 'MED-3622']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-892,chickpeas,0.11956521739130435,92,6,7,"['MED-3132', 'MED-2010', 'MED-2148', 'MED-2008', 'MED-4347', 'MED-2145']","['MED-2010', 'MED-3132', 'MED-2148', 'MED-2008', 'MED-4347', 'MED-2145', 'MED-2146']",0.06625422345438903,sucesso_do_reranker
NF-Corpus,PLAIN-902,chlorophyll,0.5,4,2,2,"['MED-4195', 'MED-4197']","['MED-4195', 'MED-4197']",-0.0511123637446792,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-913,cinnamon,0.2647058823529412,34,9,9,"['MED-3811', 'MED-4416', 'MED-4415', 'MED-3813', 'MED-5000', 'MED-3812', 'MED-4417', 'MED-4418', 'MED-5084']","['MED-4415', 'MED-3811', 'MED-4416', 'MED-4417', 'MED-3812', 'MED-4418', 'MED-3813', 'MED-5000', 'MED-5084']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-924,cocaine,0.03125,32,1,1,['MED-3044'],['MED-3044'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-934,coffee,0.3564356435643564,101,8,6,"['MED-1648', 'MED-1621', 'MED-1649', 'MED-1640', 'MED-2161', 'MED-1636', 'MED-2159', 'MED-2155']","['MED-2155', 'MED-5258', 'MED-5123', 'MED-1640', 'MED-1648', 'MED-1649']",-0.20483424751859092,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-946,coma,0.06451612903225806,31,2,2,"['MED-4381', 'MED-4380']","['MED-4380', 'MED-4381']",-0.11969112987696987,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-956,cooking methods,0.16019417475728157,206,5,5,"['MED-5074', 'MED-2182', 'MED-5076', 'MED-2179', 'MED-2183']","['MED-5076', 'MED-2209', 'MED-4053', 'MED-2064', 'MED-2183']",0.17883819552358876,sucesso_do_reranker
NF-Corpus,PLAIN-966,cortisol,0.3333333333333333,3,1,1,['MED-4103'],['MED-4103'],0.15481493810603625,sucesso_do_reranker
NF-Corpus,PLAIN-977,crib death,0.3333333333333333,3,1,1,['MED-4402'],['MED-4402'],0.15481493810603625,sucesso_do_reranker
NF-Corpus,PLAIN-987,cumin,0.3333333333333333,3,1,1,['MED-2830'],['MED-2830'],0.23463936301137822,sucesso_do_reranker
NF-Corpus,PLAIN-997,Czechoslovakia,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1008,deafness,0.0,5,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1018,DHA,0.13333333333333333,60,6,6,"['MED-4936', 'MED-5091', 'MED-1832', 'MED-5092', 'MED-3012', 'MED-5093']","['MED-4936', 'MED-5091', 'MED-5092', 'MED-3012', 'MED-5093', 'MED-4633']",0.013078460449406415,sucesso_do_reranker
NF-Corpus,PLAIN-1028,dietary scoring,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1039,domoic acid,1.0,2,2,2,"['MED-4380', 'MED-4381']","['MED-4380', 'MED-4381']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1050,Dr. Dean Ornish,0.010638297872340425,94,1,0,['MED-2763'],[],-0.06362078819895171,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1066,Dr. Walter Willett,0.0,9,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1088,ECMO,0.4,5,2,2,"['MED-2109', 'MED-2110']","['MED-2110', 'MED-2109']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1098,eggnog,0.0,5,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1109,endocrine disruptors,0.12244897959183673,98,5,5,"['MED-2643', 'MED-2650', 'MED-1763', 'MED-1100', 'MED-1099']","['MED-2650', 'MED-2643', 'MED-2627', 'MED-2658', 'MED-1100']",-0.012758719983132827,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1119,energy drinks,0.0,11,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1130,ergothioneine,1.0,1,1,1,['MED-4165'],['MED-4165'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1141,Evidence-based medicine,0.1875,16,1,1,['MED-2112'],['MED-2112'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1151,factory farming practices,0.06535947712418301,153,3,4,"['MED-1759', 'MED-2742', 'MED-2738']","['MED-4139', 'MED-1759', 'MED-2742', 'MED-2775']",0.06362078819895173,sucesso_do_reranker
NF-Corpus,PLAIN-1161,fava beans,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1172,fenugreek,0.05263157894736842,19,1,1,['MED-4150'],['MED-4150'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1183,Finland,0.08,25,2,2,"['MED-1276', 'MED-4070']","['MED-1276', 'MED-4070']",-0.1525382779365457,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1193,flax oil,0.4444444444444444,18,1,1,['MED-4004'],['MED-5179'],0.07524165567460282,sucesso_do_reranker
NF-Corpus,PLAIN-1203,folic acid,0.16666666666666666,12,2,2,"['MED-4771', 'MED-1203']","['MED-4771', 'MED-1203']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1214,Fosamax,0.0,17,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1225,fructose,0.37037037037037035,27,6,6,"['MED-1669', 'MED-1674', 'MED-1710', 'MED-1675', 'MED-1672', 'MED-1261']","['MED-1674', 'MED-1672', 'MED-1669', 'MED-1710', 'MED-1675', 'MED-1261']",0.1445487858686373,sucesso_do_reranker
NF-Corpus,PLAIN-1236,galactosemia,0.2,5,1,1,['MED-1341'],['MED-1341'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1249,genetic manipulation,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1262,Global Burden of Disease Study,0.3,10,2,3,"['MED-5293', 'MED-5303']","['MED-5293', 'MED-5303', 'MED-2082']",0.260706427510343,sucesso_do_reranker
NF-Corpus,PLAIN-1275,goji berries,0.10909090909090909,55,3,2,"['MED-4712', 'MED-2886', 'MED-2924']","['MED-4712', 'MED-2886']",-0.09478836436955079,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1288,grapes,0.05102040816326531,196,7,6,"['MED-1538', 'MED-1533', 'MED-2663', 'MED-1795', 'MED-4029', 'MED-5065', 'MED-4585']","['MED-2663', 'MED-1538', 'MED-5065', 'MED-1533', 'MED-1795', 'MED-4585']",-0.03939622237756424,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1299,growth promoters,0.04918032786885246,61,2,1,"['MED-4747', 'MED-2774']",['MED-4747'],-0.085143117641621,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1309,halibut,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1320,Harvard Physicians’ Study II,0.5,6,3,2,"['MED-2760', 'MED-2758', 'MED-2761']","['MED-2760', 'MED-2758']",-0.23443291840383038,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1331,hearing,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1342,heme iron,0.3125,16,4,3,"['MED-4317', 'MED-1403', 'MED-1401', 'MED-4318']","['MED-1403', 'MED-1401', 'MED-4317']",-0.09355790058568608,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1353,hernia,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1363,Hiroshima,0.09090909090909091,11,1,1,['MED-3620'],['MED-3620'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1374,hormonal dysfunction,0.11538461538461539,26,1,0,['MED-4747'],[],-0.08514311764162098,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1387,hyperactivity,0.6666666666666666,12,6,5,"['MED-3380', 'MED-5063', 'MED-3383', 'MED-3384', 'MED-5062', 'MED-3381']","['MED-3380', 'MED-5062', 'MED-3381', 'MED-5063', 'MED-3384']",-0.22392657928818444,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1398,IGF-1,0.27184466019417475,103,10,10,"['MED-1715', 'MED-4212', 'MED-4228', 'MED-4897', 'MED-4216', 'MED-1712', 'MED-1719', 'MED-1724', 'MED-4220', 'MED-1722']","['MED-4897', 'MED-1722', 'MED-4216', 'MED-4212', 'MED-1715', 'MED-4228', 'MED-4223', 'MED-4225', 'MED-4211', 'MED-1716']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1409,industrial toxins,0.023715415019762844,253,1,4,['MED-5101'],"['MED-1958', 'MED-3590', 'MED-2650', 'MED-4176']",0.3335714066644499,sucesso_do_reranker
NF-Corpus,PLAIN-1419,insects,0.03076923076923077,65,2,2,"['MED-4198', 'MED-2344']","['MED-4198', 'MED-2344']",0.04407407950400377,sucesso_do_reranker
NF-Corpus,PLAIN-1429,Iowa Women’s Health Study,0.0,6,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1441,Japan,0.12903225806451613,186,4,8,"['MED-2773', 'MED-2770', 'MED-3629', 'MED-1332']","['MED-3973', 'MED-2773', 'MED-3975', 'MED-3972', 'MED-2770', 'MED-3000', 'MED-2660', 'MED-2511']",0.42239628512566096,sucesso_do_reranker
NF-Corpus,PLAIN-1453,junk food,0.10612244897959183,245,2,3,"['MED-2221', 'MED-1761']","['MED-2221', 'MED-3091', 'MED-2264']",0.07589947018231885,sucesso_do_reranker
NF-Corpus,PLAIN-1463,kidney beans,0.375,24,3,2,"['MED-2140', 'MED-3136', 'MED-3138']","['MED-3136', 'MED-2140']",-0.15459324452388565,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1473,kohlrabi,1.0,1,1,1,['MED-4455'],['MED-4455'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1485,lard,0.0,54,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1496,leeks,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1506,leucine,0.13333333333333333,15,2,2,"['MED-5239', 'MED-2509']","['MED-5239', 'MED-2509']",-0.06483922703365017,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1516,Lindane,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1527,liver disease,0.15841584158415842,202,8,7,"['MED-2160', 'MED-1307', 'MED-1304', 'MED-1302', 'MED-4817', 'MED-2158', 'MED-4101', 'MED-2154']","['MED-1304', 'MED-1307', 'MED-4101', 'MED-2154', 'MED-4814', 'MED-2160', 'MED-4873']",-0.06362078819895167,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1537,low-carb diets,0.2,45,0,6,[],"['MED-4515', 'MED-4514', 'MED-2588', 'MED-2591', 'MED-1616', 'MED-2586']",0.5481351590340573,sucesso_do_reranker
NF-Corpus,PLAIN-1547,lyme disease,0.0,6,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1557,magnesium,0.15384615384615385,26,3,2,"['MED-3918', 'MED-4315', 'MED-4313']","['MED-3918', 'MED-4315']",-0.08300916882728984,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1568,maple syrup,1.0,2,2,2,"['MED-4150', 'MED-5056']","['MED-4150', 'MED-5056']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1579,mastitis,0.2,5,1,1,['MED-4667'],['MED-4667'],-0.12517394053908856,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1590,medical ethics,0.2222222222222222,18,1,1,['MED-3604'],['MED-3604'],-0.08122932242452563,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1601,memory,0.22972972972972974,74,6,6,"['MED-4996', 'MED-3537', 'MED-4860', 'MED-2669', 'MED-5002', 'MED-2668']","['MED-4996', 'MED-2669', 'MED-4404', 'MED-3537', 'MED-5002', 'MED-4438']",0.034349850549082794,sucesso_do_reranker
NF-Corpus,PLAIN-1611,mesquite,0.0,6,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1621,Mevacor,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1635,milk,0.14617169373549885,431,6,9,"['MED-4899', 'MED-2774', 'MED-4753', 'MED-1229', 'MED-2123', 'MED-4902']","['MED-1229', 'MED-2123', 'MED-4897', 'MED-1223', 'MED-2058', 'MED-2774', 'MED-1768', 'MED-2771', 'MED-2055']",0.4249260138166713,sucesso_do_reranker
NF-Corpus,PLAIN-1645,molasses,0.16666666666666666,6,1,1,['MED-5056'],['MED-5056'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1656,mouth cancer,0.03571428571428571,28,1,1,['MED-4819'],['MED-4819'],0.015257518779489304,sucesso_do_reranker
NF-Corpus,PLAIN-1667,muscle health,0.22641509433962265,159,7,6,"['MED-1474', 'MED-4828', 'MED-3460', 'MED-3462', 'MED-4830', 'MED-1460', 'MED-4829']","['MED-3453', 'MED-3460', 'MED-3220', 'MED-3163', 'MED-3466', 'MED-1472']",-0.10416664828793365,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1679,myelopathy,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1690,National Academy of Sciences,0.25,4,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-1700,Native Americans,0.0,5,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1710,neurocysticercosis,0.8125,16,10,10,"['MED-3169', 'MED-3180', 'MED-3181', 'MED-3175', 'MED-3178', 'MED-3174', 'MED-3179', 'MED-3172', 'MED-3170', 'MED-3177']","['MED-3178', 'MED-3177', 'MED-3170', 'MED-3179', 'MED-3175', 'MED-3169', 'MED-3181', 'MED-3180', 'MED-3174', 'MED-3172']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1721,NIH-AARP study,0.1935483870967742,31,6,6,"['MED-4821', 'MED-1602', 'MED-4823', 'MED-1627', 'MED-1606', 'MED-4983']","['MED-1602', 'MED-4983', 'MED-4821', 'MED-4823', 'MED-1606', 'MED-1627']",0.0031769984823882824,sucesso_do_reranker
NF-Corpus,PLAIN-1731,norovirus,0.6666666666666666,3,2,2,"['MED-2749', 'MED-2748']","['MED-2749', 'MED-2748']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1741,nuts,0.15714285714285714,420,10,10,"['MED-2383', 'MED-4286', 'MED-4300', 'MED-2595', 'MED-4292', 'MED-2597', 'MED-4314', 'MED-4707', 'MED-4295', 'MED-2381']","['MED-2595', 'MED-4286', 'MED-4314', 'MED-4292', 'MED-4300', 'MED-1381', 'MED-2383', 'MED-2597', 'MED-4249', 'MED-2596']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1752,okra,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1762,oral intraepithelial neoplasia,0.625,8,2,2,"['MED-3721', 'MED-3716']","['MED-3716', 'MED-3721']",0.14400621014990123,sucesso_do_reranker
NF-Corpus,PLAIN-1772,organotins,1.0,2,2,2,"['MED-4728', 'MED-4727']","['MED-4728', 'MED-4727']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1784,oxen meat,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1794,Panama,1.0,2,2,2,"['MED-5041', 'MED-5042']","['MED-5041', 'MED-5042']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1805,Parkinson's disease,0.22413793103448276,116,9,9,"['MED-3938', 'MED-5196', 'MED-3931', 'MED-4939', 'MED-3935', 'MED-3933', 'MED-2173', 'MED-3925', 'MED-3930']","['MED-3935', 'MED-4939', 'MED-3925', 'MED-3929', 'MED-3930', 'MED-3927', 'MED-3936', 'MED-5196', 'MED-1282']",-0.025357142432773427,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1817,peanut butter,0.2222222222222222,27,4,4,"['MED-4284', 'MED-4706', 'MED-2150', 'MED-4709']","['MED-4284', 'MED-4706', 'MED-2150', 'MED-4709']",0.008967047041898102,sucesso_do_reranker
NF-Corpus,PLAIN-1827,Peoria,0.0,3,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1837,pesticides,0.23979591836734693,196,10,10,"['MED-2748', 'MED-1725', 'MED-3936', 'MED-1158', 'MED-1726', 'MED-4535', 'MED-4178', 'MED-1167', 'MED-1170', 'MED-1176']","['MED-1161', 'MED-1726', 'MED-4179', 'MED-4177', 'MED-1157', 'MED-1725', 'MED-1166', 'MED-1167', 'MED-3279', 'MED-1749']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1847,philippines,0.18181818181818182,11,2,2,"['MED-4000', 'MED-3983']","['MED-4000', 'MED-3983']",-0.08122932242452566,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1857,phytic acid,0.18181818181818182,33,5,5,"['MED-4319', 'MED-2544', 'MED-2988', 'MED-2578', 'MED-2575']","['MED-2578', 'MED-2988', 'MED-4319', 'MED-2544', 'MED-2575']",0.009743133900408374,sucesso_do_reranker
NF-Corpus,PLAIN-1867,pineapples,0.0,7,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1877,plant-based diet,0.027777777777777776,36,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-1887,poisonous plants,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1897,polypropylene plastic,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1909,pork,0.09719222462203024,463,10,8,"['MED-2341', 'MED-4818', 'MED-1979', 'MED-2352', 'MED-1983', 'MED-3171', 'MED-1610', 'MED-4593', 'MED-3891', 'MED-2340']","['MED-1979', 'MED-1983', 'MED-1610', 'MED-4593', 'MED-4818', 'MED-2341', 'MED-3891', 'MED-2352']",-0.14279514403613724,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1919,poultry workers,0.6296296296296297,27,7,7,"['MED-3321', 'MED-4431', 'MED-4819', 'MED-3320', 'MED-3315', 'MED-4433', 'MED-3311']","['MED-4431', 'MED-3315', 'MED-3321', 'MED-4433', 'MED-3320', 'MED-4819', 'MED-3307']",0.0031769984823882824,sucesso_do_reranker
NF-Corpus,PLAIN-1929,prenatal vitamins,0.0,10,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1940,prolactin,0.16666666666666666,12,2,2,"['MED-3792', 'MED-3797']","['MED-3792', 'MED-3797']",-0.02881656072451444,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-1950,prunes,0.15384615384615385,13,2,2,"['MED-4250', 'MED-3904']","['MED-3904', 'MED-4250']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1962,pumpkin,0.0,13,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1972,quinine,0.0,11,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-1983,rapamycin,0.5,32,10,10,"['MED-2137', 'MED-2521', 'MED-2134', 'MED-2520', 'MED-2514', 'MED-2132', 'MED-2507', 'MED-5237', 'MED-2517', 'MED-2127']","['MED-2521', 'MED-2132', 'MED-2128', 'MED-2134', 'MED-2137', 'MED-2127', 'MED-2517', 'MED-5239', 'MED-2139', 'MED-2509']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-1995,red tea,0.09090909090909091,11,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-2009,rhabdomyolysis,0.125,8,1,1,['MED-4961'],['MED-4961'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2019,rickets,0.3333333333333333,3,1,1,['MED-4573'],['MED-4573'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2030,Rutin,0.16666666666666666,6,1,1,['MED-4051'],['MED-4051'],-0.11168154731987878,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2040,salmon,0.12121212121212122,132,7,8,"['MED-4933', 'MED-3024', 'MED-4936', 'MED-4961', 'MED-2678', 'MED-2396', 'MED-4934']","['MED-3024', 'MED-2396', 'MED-4933', 'MED-2678', 'MED-4961', 'MED-2391', 'MED-4934', 'MED-4936']",0.10563314498669163,sucesso_do_reranker
NF-Corpus,PLAIN-2051,saturated fat,0.1267605633802817,355,7,4,"['MED-1556', 'MED-1781', 'MED-1454', 'MED-4556', 'MED-4005', 'MED-3586', 'MED-5014']","['MED-1781', 'MED-1556', 'MED-5014', 'MED-2180']",-0.17442237302818642,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2061,seafood,0.0951219512195122,410,9,10,"['MED-3031', 'MED-4736', 'MED-2344', 'MED-5101', 'MED-2262', 'MED-4742', 'MED-2411', 'MED-4968', 'MED-2406']","['MED-4736', 'MED-5101', 'MED-3031', 'MED-4742', 'MED-2344', 'MED-2411', 'MED-2339', 'MED-4960', 'MED-4968', 'MED-3030']",0.06625422345438903,sucesso_do_reranker
NF-Corpus,PLAIN-2071,serotonin,0.2,45,5,4,"['MED-3532', 'MED-4306', 'MED-3530', 'MED-3526', 'MED-3540']","['MED-3532', 'MED-4306', 'MED-3526', 'MED-3530']",-0.1427951440361374,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2081,shelf life,1.0,1,1,1,['MED-4303'],['MED-4303'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2092,sirtuins,0.5,10,5,5,"['MED-1434', 'MED-1437', 'MED-1436', 'MED-1432', 'MED-1440']","['MED-1434', 'MED-1436', 'MED-1432', 'MED-1437', 'MED-1440']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2102,smoking,0.09501187648456057,421,4,7,"['MED-1545', 'MED-3318', 'MED-2237', 'MED-3544']","['MED-3318', 'MED-2237', 'MED-1598', 'MED-3046', 'MED-1545', 'MED-1603', 'MED-2252']",0.17130889977298325,sucesso_do_reranker
NF-Corpus,PLAIN-2113,soil health,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2124,spearmint,0.11764705882352941,17,2,2,"['MED-1525', 'MED-1522']","['MED-1525', 'MED-1522']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2134,Splenda,0.0,12,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2145,St. John's wort,0.1111111111111111,9,1,1,['MED-3918'],['MED-3918'],-0.03077445586290642,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2156,stevia,0.5,6,3,3,"['MED-4868', 'MED-5055', 'MED-4867']","['MED-4868', 'MED-5055', 'MED-4867']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2167,subsidies,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2177,sulfur,0.125,24,3,3,"['MED-1185', 'MED-1421', 'MED-1420']","['MED-1421', 'MED-1185', 'MED-1420']",9.788717247855017e-05,sucesso_do_reranker
NF-Corpus,PLAIN-2187,suppositories,0.2222222222222222,9,2,2,"['MED-1248', 'MED-1244']","['MED-1244', 'MED-1248']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2197,sweeteners,0.13793103448275862,58,8,8,"['MED-5054', 'MED-5056', 'MED-4120', 'MED-5057', 'MED-1625', 'MED-5053', 'MED-4868', 'MED-1627']","['MED-5054', 'MED-1625', 'MED-4868', 'MED-4120', 'MED-5056', 'MED-1627', 'MED-5053', 'MED-5057']",-0.016390095390875437,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2209,taro,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2220,tempeh,0.1111111111111111,9,1,1,['MED-4976'],['MED-4976'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2230,thiamine,0.0,7,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2240,titanium dioxide,0.45454545454545453,11,5,5,"['MED-3969', 'MED-3960', 'MED-3964', 'MED-3963', 'MED-3970']","['MED-3969', 'MED-3970', 'MED-3964', 'MED-3960', 'MED-3963']",0.06549852177419457,sucesso_do_reranker
NF-Corpus,PLAIN-2250,tongue worm,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2261,trans fats,0.15,60,5,6,"['MED-3597', 'MED-1558', 'MED-3599', 'MED-4556', 'MED-4450']","['MED-3599', 'MED-3597', 'MED-3598', 'MED-4450', 'MED-4559', 'MED-4556']",0.2665168612481686,sucesso_do_reranker
NF-Corpus,PLAIN-2271,Tufts,0.1,10,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-2281,turnips,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2291,ultra-processed foods,0.4,5,2,1,"['MED-2726', 'MED-1650']",['MED-2726'],-0.11305340175787204,falha_ou_piora_do_reranker
